,Artist,Position,Streams,Track Name,Week,acousticness,album,artist_top_genre,danceability,energy,instrumentalness,length,liveness,loudness,popularity,release_date,speechiness,tempo,time_signature
9401,24kGoldn,2.0,3198629.0,Mood (feat. iann dior),2020-09-04--2020-09-11,0.221,Mood (feat. iann dior),cali rap,0.7,0.722,0.0,140525.0,0.272,-3.558,100.0,2020-07-24,0.0369,90.989,4.0
9402,Joel Corry,3.0,3045616.0,Head & Heart (feat. MNEK),2020-09-04--2020-09-11,0.168,Head & Heart (feat. MNEK),dance pop,0.734,0.874,1.14e-05,166028.0,0.0489,-3.158,94.0,2020-07-03,0.0662,122.953,4.0
9403,Headie One,4.0,2562128.0,Ain't It Different (feat. AJ Tracey & Stormzy),2020-09-04--2020-09-11,0.00988,Ain't It Different (feat. AJ Tracey & Stormzy),uk hip hop,0.767,0.569,1.45e-05,196363.0,0.109,-6.805,82.0,2020-08-20,0.216,77.052,4.0
9404,Drake,5.0,2122797.0,Laugh Now Cry Later (feat. Lil Durk),2020-09-04--2020-09-11,0.244,Laugh Now Cry Later (feat. Lil Durk),canadian hip hop,0.761,0.518,3.47e-05,261492.0,0.107,-8.871,95.0,2020-08-14,0.134,133.976,4.0
9405,Nathan Dawe,6.0,2107705.0,Lighter (feat. KSI),2020-09-04--2020-09-11,0.0214,Lighter (feat. KSI),house,0.703,0.837,4.45e-05,182439.0,0.104,-3.606,80.0,2020-07-24,0.0395,124.953,4.0
9406,Pop Smoke,7.0,2046788.0,Mood Swings (feat. Lil Tjay),2020-09-04--2020-09-11,0.487,Shoot For The Stars Aim For The Moon,brooklyn drill,0.48,0.602,0.0,213333.0,0.0848,-6.335,92.0,2020-07-03,0.368,179.798,4.0
9407,DaBaby,8.0,1897741.0,ROCKSTAR (feat. Roddy Ricch),2020-09-04--2020-09-11,0.247,BLAME IT ON BABY,north carolina hip hop,0.746,0.69,0.0,181733.0,0.101,-7.956,95.0,2020-04-17,0.164,89.977,4.0
9408,DJ Khaled,9.0,1830212.0,GREECE (feat. Drake),2020-09-04--2020-09-11,0.0743,GREECE (feat. Drake),dance pop,0.695,0.343,1.04e-06,218901.0,0.107,-10.798,89.0,2020-07-16,0.0432,85.84,4.0
9409,Jawsh 685,10.0,1750560.0,Savage Love (Laxed - Siren Beat),2020-09-04--2020-09-11,0.234,Savage Love (Laxed - Siren Beat),nz pop,0.767,0.481,0.0,171374.0,0.269,-8.52,93.0,2020-06-11,0.0803,150.076,4.0
9410,AJ Tracey,11.0,1703944.0,West Ten,2020-09-04--2020-09-11,0.334,West Ten,grime,0.843,0.852,0.0,213692.0,0.111,-3.816,78.0,2020-07-02,0.0565,129.972,4.0
9411,Harry Styles,12.0,1637795.0,Watermelon Sugar,2020-09-04--2020-09-11,0.122,Fine Line,pop,0.548,0.816,0.0,174000.0,0.335,-4.209,95.0,2019-12-13,0.0465,95.39,4.0
9412,The Weeknd,13.0,1567011.0,Blinding Lights,2020-09-04--2020-09-11,0.00146,After Hours,canadian contemporary r&b,0.514,0.73,9.54e-05,200040.0,0.0897,-5.934,96.0,2020-03-20,0.0598,171.005,4.0
9413,Chris Brown,14.0,1560167.0,Go Crazy,2020-09-04--2020-09-11,0.316,Slime & B,dance pop,0.755,0.578,0.0,176960.0,0.25,-8.932,90.0,2020-05-08,0.145,94.148,4.0
9414,Topic,15.0,1467549.0,Breaking Me,2020-09-04--2020-09-11,0.223,Breaking Me,edm,0.789,0.72,0.0,166793.0,0.129,-5.652,93.0,2019-12-19,0.218,122.031,4.0
9415,Pop Smoke,16.0,1434889.0,For The Night (feat. Lil Baby & DaBaby),2020-09-04--2020-09-11,0.114,Shoot For The Stars Aim For The Moon,brooklyn drill,0.823,0.586,0.0,190476.0,0.193,-6.606,95.0,2020-07-03,0.2,125.971,4.0
9416,Paul Woolford,17.0,1405413.0,Looking for Me,2020-09-04--2020-09-11,0.00441,Looking for Me,deep groove house,0.641,0.529,0.000862,211452.0,0.0809,-11.536,80.0,2020-06-24,0.0288,121.027,4.0
9417,Lady Gaga,18.0,1314940.0,Rain On Me (with Ariana Grande),2020-09-04--2020-09-11,0.021,Chromatica,dance pop,0.672,0.855,0.0,182200.0,0.323,-3.764,83.0,2020-05-29,0.0397,123.056,4.0
9418,Miley Cyrus,19.0,1211098.0,Midnight Sky,2020-09-04--2020-09-11,0.00115,Midnight Sky,dance pop,0.705,0.814,0.00312,223279.0,0.203,-5.466,91.0,2020-08-14,0.0346,110.0,4.0
9419,Pop Smoke,20.0,1159537.0,The Woo (feat. 50 Cent & Roddy Ricch),2020-09-04--2020-09-11,0.0221,Shoot For The Stars Aim For The Moon,brooklyn drill,0.49,0.618,3.77e-06,201600.0,0.259,-5.655,89.0,2020-07-03,0.104,99.7,4.0
9420,Regard,21.0,1151671.0,Secrets,2020-09-04--2020-09-11,0.0412,Secrets,edm,0.848,0.768,0.000785,176766.0,0.195,-5.386,84.0,2020-04-24,0.0373,118.961,4.0
9421,Conan Gray,22.0,1136816.0,Heather,2020-09-04--2020-09-11,0.584,Kid Krow,bedroom pop,0.357,0.425,0.0,198040.0,0.322,-7.301,94.0,2020-03-20,0.0333,102.078,3.0
9422,Juice WRLD,23.0,1125801.0,Wishing Well,2020-09-04--2020-09-11,0.00336,Legends Never Die,chicago rap,0.65,0.613,0.0,194621.0,0.267,-6.13,91.0,2020-07-10,0.128,149.972,4.0
9423,Tate McRae,24.0,1123199.0,you broke me first,2020-09-04--2020-09-11,0.786,you broke me first,pop,0.642,0.374,0.0,169265.0,0.0906,-9.386,94.0,2020-04-17,0.0545,124.099,4.0
9424,Jason Derulo,25.0,1110303.0,Take You Dancing,2020-09-04--2020-09-11,0.0332,Take You Dancing,dance pop,0.789,0.711,0.0,190306.0,0.0876,-4.248,92.0,2020-07-22,0.041,112.985,4.0
9425,S1mba,26.0,1092276.0,Rover (feat. DTG),2020-09-04--2020-09-11,0.496,Rover (feat. DTG),afroswing,0.613,0.624,0.0,167916.0,0.283,-6.66,82.0,2020-03-04,0.206,62.948,5.0
9426,AJ Tracey,27.0,1074703.0,Dinner Guest (feat. MoStack),2020-09-04--2020-09-11,0.265,Dinner Guest (feat. MoStack),grime,0.867,0.648,2.62e-06,198031.0,0.217,-6.942,77.0,2020-04-29,0.253,108.005,4.0
9427,Juice WRLD,28.0,1053367.0,Come & Go (with Marshmello),2020-09-04--2020-09-11,0.0172,Legends Never Die,chicago rap,0.625,0.814,0.0,205484.0,0.158,-5.181,90.0,2020-07-10,0.0657,144.991,4.0
9428,Tion Wayne,29.0,1008793.0,I Dunno (feat. Dutchavelli & Stormzy),2020-09-04--2020-09-11,0.0954,I Dunno (feat. Dutchavelli & Stormzy),london rap,0.821,0.666,0.0,178137.0,0.319,-7.237,77.0,2020-05-29,0.342,145.066,4.0
9429,Becky Hill,30.0,1007265.0,Heaven On My Mind (with Sigala),2020-09-04--2020-09-11,0.0313,Heaven On My Mind (with Sigala),dance pop,0.71,0.891,0.0,192573.0,0.365,-3.116,77.0,2020-06-25,0.0749,125.024,4.0
9430,Clean Bandit,31.0,973811.0,Tick Tock (feat. 24kGoldn),2020-09-04--2020-09-11,0.369,Tick Tock (feat. 24kGoldn),dance pop,0.779,0.705,7.91e-06,178373.0,0.124,-3.895,87.0,2020-08-21,0.0344,101.022,4.0
9431,SAINt JHN,32.0,936814.0,Roses - Imanbek Remix,2020-09-04--2020-09-11,0.0149,Roses (Imanbek Remix),melodic rap,0.785,0.721,0.00432,176218.0,0.285,-5.457,81.0,2019-09-13,0.0506,121.962,4.0
9432,BTS,33.0,936377.0,Dynamite,2020-09-04--2020-09-11,0.0112,Dynamite (DayTime Version),k-pop,0.746,0.765,0.0,199053.0,0.0936,-4.41,97.0,2020-08-28,0.0993,114.044,4.0
9433,DJ Khaled,34.0,925502.0,POPSTAR (feat. Drake),2020-09-04--2020-09-11,0.057,POPSTAR (feat. Drake),dance pop,0.8,0.56,0.0,200221.0,0.134,-4.818,92.0,2020-07-17,0.261,163.071,4.0
9434,Headie One,35.0,911117.0,Only You Freestyle,2020-09-04--2020-09-11,0.562,Only You Freestyle,uk hip hop,0.68,0.826,0.0,248936.0,0.254,-2.561,79.0,2020-07-20,0.27,146.95,4.0
9435,Little Mix,36.0,904660.0,Holiday,2020-09-04--2020-09-11,0.076,Holiday,dance pop,0.712,0.676,0.0,213596.0,0.0669,-5.965,79.0,2020-07-24,0.184,106.156,4.0
9436,Internet Money,37.0,902746.0,"Lemonade (feat. Gunna, Don Toliver & NAV)",2020-09-04--2020-09-11,0.25,B4 The Storm,pop rap,0.8,0.658,0.0,195428.0,0.111,-6.142,82.0,2020-08-29,0.079,140.042,4.0
9437,PS1,38.0,894321.0,Fake Friends (feat. Alex Hosking),2020-09-04--2020-09-11,0.0474,Fake Friends (feat. Alex Hosking),Missing,0.667,0.892,0.00083,173663.0,0.374,-4.611,73.0,2020-03-20,0.0451,122.981,4.0
9438,Nines,39.0,838294.0,Airplane Mode (feat. NSG),2020-09-04--2020-09-11,0.0343,Crabs In A Bucket,grime,0.593,0.701,0.0,237784.0,0.0841,-4.587,68.0,2020-08-28,0.32,134.814,5.0
9439,Lewis Capaldi,40.0,823615.0,Someone You Loved,2020-09-04--2020-09-11,0.751,Divinely Uninspired To A Hellish Extent,pop,0.501,0.405,0.0,182160.0,0.105,-5.679,90.0,2019-05-17,0.0319,109.891,4.0
9440,Juice WRLD,41.0,820570.0,Smile (with The Weeknd),2020-09-04--2020-09-11,0.224,Legends Never Die,chicago rap,0.694,0.685,0.0,196180.0,0.124,-6.535,86.0,2020-07-10,0.133,158.831,4.0
9441,220 KID,42.0,796317.0,Don’t Need Love (with GRACEY),2020-09-04--2020-09-11,0.407,Don't Need Love,Missing,0.702,0.716,0.0,195480.0,0.0749,-5.378,74.0,2019-12-13,0.0867,123.893,4.0
9442,Tones And I,43.0,772832.0,Dance Monkey,2020-09-04--2020-09-11,0.688,Dance Monkey,australian pop,0.825,0.593,0.000161,209754.0,0.17,-6.401,70.0,2019-05-10,0.0988,98.078,4.0
9443,Lil Mosey,44.0,752485.0,Blueberry Faygo,2020-09-04--2020-09-11,0.207,Certified Hitmaker,melodic rap,0.774,0.554,0.0,162546.0,0.132,-7.909,85.0,2020-02-06,0.0383,99.034,4.0
9444,Digga D,45.0,743703.0,Woi,2020-09-04--2020-09-11,0.815,Woi,aussie drill,0.858,0.584,0.0,182142.0,0.224,-7.48,73.0,2020-07-02,0.379,140.208,4.0
9445,Juice WRLD,46.0,743626.0,Robbery,2020-09-04--2020-09-11,0.328,Death Race For Love,chicago rap,0.685,0.692,0.0,240050.0,0.153,-5.122,88.0,2019-03-08,0.0457,159.966,5.0
9446,Jubël,47.0,740353.0,Dancing In The Moonlight (feat. NEIMY),2020-09-04--2020-09-11,0.27,Dancing In The Moonlight (feat. NEIMY),swedish pop,0.659,0.615,0.0,164009.0,0.187,-5.865,77.0,2018-06-22,0.0644,119.843,4.0
9447,Dermot Kennedy,48.0,726955.0,Giants,2020-09-04--2020-09-11,0.014,Without Fear,folk-pop,0.572,0.833,5.77e-05,177173.0,0.129,-5.291,72.0,2019-10-04,0.0754,158.104,4.0
9448,Juice WRLD,49.0,719388.0,Lucid Dreams,2020-09-04--2020-09-11,0.349,Goodbye & Good Riddance,chicago rap,0.511,0.566,0.0,239835.0,0.34,-7.23,88.0,2018-12-10,0.2,83.903,4.0
9449,StaySolidRocky,50.0,701372.0,Party Girl,2020-09-04--2020-09-11,0.747,Fallin',melodic rap,0.73,0.439,0.0,147800.0,0.0988,-9.864,79.0,2020-07-15,0.0609,130.09,4.0
9450,Pop Smoke,51.0,685388.0,Dior,2020-09-04--2020-09-11,0.212,Meet The Woo,brooklyn drill,0.548,0.805,0.000389,216386.0,0.408,-5.732,86.0,2019-07-26,0.351,142.094,4.0
9451,Bring Me The Horizon,52.0,662843.0,Obey (with YUNGBLUD),2020-09-04--2020-09-11,0.000103,Obey (with YUNGBLUD),melodic metalcore,0.462,0.99,0.0,220538.0,0.374,-3.175,76.0,2020-09-02,0.211,137.061,4.0
9452,The Killers,53.0,657087.0,Mr. Brightside,2020-09-04--2020-09-11,0.00121,Hot Fuss,modern rock,0.352,0.911,0.0,222973.0,0.0995,-5.23,80.0,2004,0.0747,148.033,4.0
9453,Aitch,54.0,656612.0,Rain,2020-09-04--2020-09-11,0.0266,Polaris,manchester hip hop,0.87,0.87,1.95e-06,183065.0,0.109,-4.797,70.0,2020-05-29,0.202,150.145,4.0
9454,Jack Harlow,55.0,644391.0,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2020-09-04--2020-09-11,0.0631,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",deep underground hip hop,0.904,0.723,0.0,227478.0,0.185,-5.224,90.0,2020-06-24,0.26,145.013,4.0
9455,Dave,56.0,642355.0,Location (feat. Burna Boy),2020-09-04--2020-09-11,0.271,PSYCHODRAMA,uk hip hop,0.812,0.496,0.0,241293.0,0.0955,-5.969,76.0,2019-03-08,0.297,109.979,4.0
9456,Calvin Harris,57.0,639865.0,Over Now (with The Weeknd),2020-09-04--2020-09-11,0.0759,Over Now (with The Weeknd),dance pop,0.612,0.884,0.00132,210795.0,0.247,-4.113,84.0,2020-08-28,0.0454,178.043,4.0
9457,Lewis Capaldi,58.0,634852.0,Before You Go,2020-09-04--2020-09-11,0.604,Divinely Uninspired To A Hellish Extent (Extended Edition),pop,0.459,0.575,0.0,215106.0,0.0885,-4.858,86.0,2019-11-22,0.0573,111.881,4.0
9458,Drake,59.0,631116.0,Toosie Slide,2020-09-04--2020-09-11,0.289,Dark Lane Demo Tapes,canadian hip hop,0.83,0.49,3.04e-06,247058.0,0.113,-8.82,81.0,2020-05-01,0.209,81.604,4.0
9459,Labrinth,60.0,628243.0,Still Don't Know My Name,2020-09-04--2020-09-11,0.471,Euphoria (Original Score from the HBO Series),pop,0.316,0.63,0.262,153294.0,0.205,-5.963,88.0,2019-10-04,0.117,89.643,1.0
9460,Powfu,61.0,601974.0,death bed (coffee for your head),2020-09-04--2020-09-11,0.731,death bed (coffee for your head),sad rap,0.726,0.431,0.0,173333.0,0.696,-8.765,91.0,2020-02-08,0.135,144.026,4.0
9461,Nathan Dawe,62.0,583481.0,Flowers (feat. Jaykae),2020-09-04--2020-09-11,0.015,Flowers (feat. Jaykae),house,0.672,0.925,0.0,197209.0,0.289,-4.517,72.0,2019-10-25,0.0774,126.096,4.0
9462,Dua Lipa,63.0,582854.0,Hallucinate,2020-09-04--2020-09-11,0.033,Future Nostalgia,dance pop,0.627,0.69,0.0,208505.0,0.0742,-5.396,81.0,2020-03-27,0.139,122.053,4.0
9463,Ava Max,64.0,580699.0,Kings & Queens,2020-09-04--2020-09-11,0.00775,Kings & Queens,dance pop,0.638,0.688,0.0,162398.0,0.126,-4.056,80.0,2020-03-12,0.0407,129.856,4.0
9464,Drake,65.0,576390.0,Chicago Freestyle (feat. Giveon),2020-09-04--2020-09-11,0.629,Dark Lane Demo Tapes,canadian hip hop,0.735,0.449,0.0,220487.0,0.113,-7.507,84.0,2020-05-01,0.347,122.947,4.0
9465,Harry Styles,66.0,574984.0,Adore You,2020-09-04--2020-09-11,0.0237,Fine Line,pop,0.676,0.771,7e-06,207133.0,0.102,-3.675,87.0,2019-12-13,0.0483,99.048,4.0
9466,BØRNS,67.0,566538.0,Electric Love,2020-09-04--2020-09-11,0.00543,Dopamine,electropop,0.611,0.797,0.00137,218106.0,0.26,-7.627,87.0,2015-10-16,0.0533,120.041,4.0
9467,Dua Lipa,68.0,558781.0,Don't Start Now,2020-09-04--2020-09-11,0.0123,Future Nostalgia,dance pop,0.793,0.793,0.0,183290.0,0.0951,-4.521,85.0,2020-03-27,0.083,123.95,4.0
9468,Nines,69.0,550425.0,Clout,2020-09-04--2020-09-11,0.0315,Crabs In A Bucket,grime,0.722,0.677,1.43e-06,155837.0,0.096,-5.057,60.0,2020-08-28,0.308,177.0,4.0
9469,Joel Corry,70.0,549897.0,Lonely,2020-09-04--2020-09-11,0.0946,Lonely,dance pop,0.697,0.921,1.9e-05,190955.0,0.159,-4.283,78.0,2020-01-24,0.0424,123.988,4.0
9470,Frisco,71.0,549430.0,"Red Card (feat. Skepta, Jammer, JME & Shorty)",2020-09-04--2020-09-11,0.059,"Red Card (feat. Skepta, Jammer, JME & Shorty)",grime,0.473,0.824,0.0,194042.0,0.422,-5.268,66.0,2020-09-01,0.332,141.331,4.0
9471,Sam Fischer,72.0,547418.0,This City,2020-09-04--2020-09-11,0.731,This City,australian pop,0.602,0.377,0.0,194853.0,0.0808,-6.213,83.0,2019-12-11,0.0446,73.877,4.0
9472,Harry Styles,73.0,534789.0,Falling,2020-09-04--2020-09-11,0.839,Fine Line,pop,0.567,0.267,1.46e-06,240133.0,0.089,-6.502,87.0,2019-12-13,0.0299,110.011,4.0
9473,Taylor Swift,74.0,528338.0,cardigan,2020-09-04--2020-09-11,0.537,folklore,dance pop,0.613,0.581,0.000345,239560.0,0.25,-8.588,85.0,2020-07-24,0.0424,130.033,4.0
9474,Ariana Grande,75.0,518096.0,Stuck with U (with Justin Bieber),2020-09-04--2020-09-11,0.223,Stuck with U,dance pop,0.597,0.45,0.0,228482.0,0.382,-6.658,90.0,2020-05-08,0.0418,178.765,3.0
9475,Machine Gun Kelly,76.0,512130.0,my ex's best friend (with blackbear),2020-09-04--2020-09-11,0.00391,my ex's best friend (with blackbear),ohio hip hop,0.728,0.685,0.0,138970.0,0.152,-5.096,79.0,2020-08-07,0.0433,124.934,4.0
9476,Ty Dolla $ign,77.0,509963.0,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",2020-09-04--2020-09-11,0.061,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",hip hop,0.813,0.615,0.0,231066.0,0.654,-5.624,79.0,2020-07-01,0.132,111.039,4.0
9477,Pop Smoke,78.0,509738.0,Got It On Me,2020-09-04--2020-09-11,0.00815,Shoot For The Stars Aim For The Moon,brooklyn drill,0.688,0.647,1.65e-05,164579.0,0.095,-7.258,86.0,2020-07-03,0.19,88.834,4.0
9478,AJ Tracey,79.0,506562.0,Ladbroke Grove,2020-09-04--2020-09-11,0.0939,AJ Tracey,grime,0.903,0.839,0.0,190537.0,0.102,-9.447,73.0,2019-02-08,0.208,133.986,4.0
9479,Saweetie,80.0,504372.0,Tap In,2020-09-04--2020-09-11,0.00576,Tap In,cali rap,0.954,0.696,0.000498,139413.0,0.0754,-7.117,84.0,2020-06-17,0.204,100.036,4.0
9480,Sigala,81.0,500074.0,Lasting Lover,2020-09-04--2020-09-11,0.197,Lasting Lover,dance pop,0.676,0.786,0.0,218358.0,0.0943,-4.529,82.0,2020-09-04,0.0478,125.983,4.0
9481,Niko B,82.0,494521.0,Who's That What's That,2020-09-04--2020-09-11,0.423,Who's That What's That,Missing,0.86,0.668,1.85e-06,240000.0,0.096,-8.512,70.0,2020-05-29,0.221,128.096,4.0
9482,Post Malone,83.0,493331.0,Circles,2020-09-04--2020-09-11,0.192,Hollywood's Bleeding,dfw rap,0.695,0.762,0.00244,215280.0,0.0863,-3.497,89.0,2019-09-06,0.0395,120.042,4.0
9483,Stormzy,84.0,492449.0,Own It (feat. Ed Sheeran & Burna Boy),2020-09-04--2020-09-11,0.00838,Heavy Is The Head,grime,0.817,0.781,5.21e-06,216706.0,0.123,-4.178,76.0,2019-12-13,0.112,104.0,4.0
9484,Post Malone,85.0,492129.0,Sunflower - Spider-Man: Into the Spider-Verse,2020-09-04--2020-09-11,0.533,Hollywood's Bleeding,dfw rap,0.755,0.522,0.0,157560.0,0.0685,-4.368,82.0,2019-09-06,0.0575,89.96,4.0
9485,Roddy Ricch,86.0,487113.0,The Box,2020-09-04--2020-09-11,0.104,Please Excuse Me For Being Antisocial,melodic rap,0.896,0.586,0.0,196652.0,0.79,-6.687,89.0,2019-12-06,0.0559,116.971,4.0
9486,BLACKPINK,87.0,485611.0,Ice Cream (with Selena Gomez),2020-09-04--2020-09-11,0.0342,Ice Cream (with Selena Gomez),k-pop,0.79,0.729,9.31e-05,175813.0,0.0411,-3.843,86.0,2020-08-28,0.334,159.989,4.0
9487,Young T & Bugsey,88.0,484238.0,Don't Rush (feat. Headie One),2020-09-04--2020-09-11,0.185,Plead The 5th,afroswing,0.963,0.449,0.00616,207826.0,0.18,-8.701,68.0,2020-03-20,0.323,108.043,4.0
9488,Lewis Capaldi,89.0,483667.0,Bruises,2020-09-04--2020-09-11,0.946,Divinely Uninspired To A Hellish Extent,pop,0.736,0.308,0.0,220492.0,0.186,-7.83,84.0,2019-05-17,0.0677,111.202,4.0
9489,Megan Thee Stallion,90.0,482022.0,Savage Remix (feat. Beyoncé),2020-09-04--2020-09-11,0.016,Savage Remix (feat. Beyoncé),houston rap,0.822,0.743,0.0,242000.0,0.127,-4.772,83.0,2020-04-29,0.28,84.459,4.0
9490,Wallows,91.0,476986.0,Are You Bored Yet? (feat. Clairo),2020-09-04--2020-09-11,0.156,Nothing Happens,indie pop,0.682,0.683,2.32e-05,178000.0,0.273,-6.444,85.0,2019-03-22,0.0287,120.023,4.0
9491,dutchavelli,92.0,475775.0,Bando Diaries,2020-09-04--2020-09-11,0.0519,Bando Diaries,uk hip hop,0.89,0.617,5.6e-06,138428.0,0.0815,-7.767,71.0,2020-08-27,0.38,140.16,4.0
9492,WhoHeem,93.0,465432.0,Lets Link,2020-09-04--2020-09-11,0.00667,Lets Link,viral rap,0.839,0.683,0.0,159955.0,0.241,-9.232,75.0,2020-08-20,0.165,120.003,4.0
9493,Travis Scott,94.0,461664.0,goosebumps,2020-09-04--2020-09-11,0.0847,Birds In The Trap Sing McKnight,rap,0.841,0.728,0.0,243836.0,0.149,-3.37,89.0,2016-09-16,0.0484,130.049,4.0
9494,Dua Lipa,95.0,458914.0,Break My Heart,2020-09-04--2020-09-11,0.167,Future Nostalgia,dance pop,0.73,0.729,1.39e-06,221820.0,0.349,-3.434,86.0,2020-03-27,0.0883,113.013,4.0
9495,Toploader,96.0,457401.0,Dancing in the Moonlight,2020-09-04--2020-09-11,0.0624,Onka's Big Moka,british alternative rock,0.632,0.858,0.0,232693.0,0.347,-3.463,75.0,2000,0.035,119.397,4.0
9496,Future,97.0,456358.0,Life Is Good (feat. Drake),2020-09-04--2020-09-11,0.067,High Off Life,atl hip hop,0.795,0.574,0.0,237918.0,0.15,-6.903,77.0,2020-05-15,0.487,142.053,4.0
9497,Eminem,98.0,450429.0,Godzilla (feat. Juice WRLD),2020-09-04--2020-09-11,0.145,Music To Be Murdered By,detroit hip hop,0.808,0.745,0.0,210800.0,0.292,-5.26,85.0,2020-01-17,0.342,165.995,4.0
9498,Vance Joy,99.0,449752.0,Riptide,2020-09-04--2020-09-11,0.431,Dream Your Life Away,folk-pop,0.484,0.731,0.0,204280.0,0.151,-6.694,79.0,2014-09-08,0.0379,101.654,4.0
9499,Nines,100.0,448568.0,NIC (feat. Tiggs Da Author),2020-09-04--2020-09-11,0.0151,Crabs In A Bucket,grime,0.568,0.836,0.0,220510.0,0.186,-3.51,63.0,2020-08-28,0.13,89.305,4.0
9500,Juice WRLD,101.0,443893.0,All Girls Are The Same,2020-09-04--2020-09-11,0.0769,Goodbye & Good Riddance,chicago rap,0.671,0.529,0.000335,165819.0,0.0856,-7.226,86.0,2018-12-10,0.307,161.989,4.0
9501,Chris Brown,102.0,443281.0,No Guidance (feat. Drake),2020-09-04--2020-09-11,0.123,Indigo,dance pop,0.698,0.454,0.0,260640.0,0.155,-6.756,84.0,2019-06-28,0.151,92.932,4.0
9502,Pop Smoke,103.0,441363.0,Something Special,2020-09-04--2020-09-11,0.252,Shoot For The Stars Aim For The Moon,brooklyn drill,0.739,0.616,1.93e-06,158466.0,0.101,-6.963,80.0,2020-07-03,0.0338,91.071,4.0
9503,Oasis,104.0,439757.0,Wonderwall - Remastered,2020-09-04--2020-09-11,0.000452,(What's The Story) Morning Glory? [Remastered],beatlesque,0.378,0.896,0.0,258773.0,0.194,-4.066,78.0,1995-10-02,0.0407,174.302,4.0
9504,Taylor Swift,105.0,439432.0,exile (feat. Bon Iver),2020-09-04--2020-09-11,0.778,folklore,dance pop,0.298,0.38,5.62e-05,285634.0,0.11,-8.426,84.0,2020-07-24,0.0287,75.602,4.0
9505,GRM Daily,106.0,438147.0,Burning (feat. M Huncho & Dutchavelli),2020-09-04--2020-09-11,0.0388,GRM 10,grime,0.866,0.48,2.62e-05,169714.0,0.109,-8.885,69.0,2020-06-19,0.264,140.11,4.0
9506,SZA,107.0,437206.0,Hit Different,2020-09-04--2020-09-11,0.199,Hit Different,pop,0.679,0.516,0.0,202007.0,0.0965,-6.371,81.0,2020-09-04,0.0452,120.074,4.0
9507,Stormzy,108.0,429226.0,Vossi Bop,2020-09-04--2020-09-11,0.13,Heavy Is The Head,grime,0.682,0.653,0.00116,196266.0,0.129,-6.062,69.0,2019-12-13,0.339,188.115,4.0
9508,Swarmz,109.0,429141.0,How Do You Want It (feat. Krept & Konan and Bandokay),2020-09-04--2020-09-11,0.259,How Do You Want It (feat. Krept & Konan and Bandokay),uk hip hop,0.761,0.656,0.0,225590.0,0.0957,-6.468,65.0,2020-08-27,0.338,110.294,4.0
9509,Billie Eilish,110.0,429071.0,bad guy,2020-09-04--2020-09-11,0.328,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",electropop,0.701,0.425,0.13,194087.0,0.1,-10.965,88.0,2019-03-29,0.375,135.128,4.0
9510,Travis Scott,111.0,427728.0,HIGHEST IN THE ROOM,2020-09-04--2020-09-11,0.0546,HIGHEST IN THE ROOM,rap,0.598,0.427,5.83e-06,175720.0,0.21,-8.764,88.0,2019-10-04,0.0317,76.469,4.0
9511,Billie Eilish,112.0,427045.0,my future,2020-09-04--2020-09-11,0.795,my future,electropop,0.444,0.309,0.132,208155.0,0.352,-10.956,86.0,2020-07-30,0.062,104.745,4.0
9512,Arctic Monkeys,113.0,424160.0,Do I Wanna Know?,2020-09-04--2020-09-11,0.186,AM,garage rock,0.548,0.532,0.000263,272394.0,0.217,-7.596,63.0,2013-01-01,0.0323,85.03,4.0
9513,Kygo,114.0,418202.0,Higher Love,2020-09-04--2020-09-11,0.0151,Golden Hour,edm,0.693,0.678,5.71e-06,228267.0,0.101,-7.159,69.0,2020-05-29,0.0324,103.952,4.0
9514,Lady Gaga,115.0,417912.0,Shallow,2020-09-04--2020-09-11,0.371,A Star Is Born Soundtrack,dance pop,0.572,0.385,0.0,215733.0,0.231,-6.362,85.0,2018-10-05,0.0308,95.799,4.0
9515,JP Saxe,116.0,412557.0,If the World Was Ending - feat. Julia Michaels,2020-09-04--2020-09-11,0.866,If the World Was Ending (feat. Julia Michaels),canadian contemporary r&b,0.464,0.473,0.0,208687.0,0.109,-10.086,87.0,2019-10-17,0.129,75.801,4.0
9516,The Kid LAROI,117.0,408766.0,GO (feat. Juice WRLD),2020-09-04--2020-09-11,0.157,F*CK LOVE,australian hip hop,0.487,0.74,0.0,181688.0,0.612,-4.973,82.0,2020-07-24,0.0944,73.779,4.0
9517,Pop Smoke,118.0,408536.0,What You Know Bout Love,2020-09-04--2020-09-11,0.65,Shoot For The Stars Aim For The Moon,brooklyn drill,0.709,0.548,1.59e-06,160000.0,0.133,-8.493,94.0,2020-07-03,0.353,83.995,4.0
9518,PARTYNEXTDOOR,119.0,403860.0,BELIEVE IT,2020-09-04--2020-09-11,0.0902,PARTYMOBILE,pop,0.43,0.7,0.0,183219.0,0.216,-5.35,81.0,2020-03-27,0.264,158.373,4.0
